avis,Frekvens,postnummer, antall 
11,246,2312, 1 
11,246,2390, 1 
11,246,2743, 1 
11,246,3014, 77 
11,246,3021, 49 
11,246,3027, 99 
11,246,3031, 72 
11,246,3036, 29 
11,246,3039, 84 
11,246,3048, 47 
11,246,3050, 206 
11,246,3055, 184 
11,246,3057, 97 
11,246,3060, 130 
11,246,3070, 89 
11,246,3072, 2 
11,246,3073, 5 
11,246,3074, 29 
11,246,3075, 22 
11,246,3077, 30 
11,246,3080, 2 
11,246,3090, 2 
11,246,3160, 1 
11,246,3174, 1 
11,246,3184, 1 
11,246,3189, 1 
11,246,3269, 1 
11,246,3294, 1 
11,246,3302, 99 
11,246,3303, 32 
11,246,3320, 109 
11,246,3322, 21 
11,246,3330, 34 
11,246,3340, 51 
11,246,3350, 11 
11,246,3358, 2 
11,246,3359, 3 
11,246,3360, 18 
11,246,3370, 25 
11,246,3402, 28 
11,246,3403, 113 
11,246,3404, 37 
11,246,3405, 43 
11,246,3406, 12 
11,246,3408, 73 
11,246,3410, 36 
11,246,3414, 38 
11,246,3420, 34 
11,246,3425, 22 
11,246,3427, 33 
11,246,3430, 72 
11,246,3440, 50 
11,246,3442, 18 
11,246,3475, 41 
11,246,3480, 12 
11,246,3482, 17 
11,246,3483, 7 
11,246,3484, 7 
11,246,3490, 19 
11,246,3511, 1 
11,246,3535, 2 
11,246,3536, 1 
11,246,3540, 1 
11,246,3570, 3 
11,246,3610, 3 
11,246,3614, 2 
11,246,3616, 2 
11,246,3619, 2 
11,246,3620, 2 
11,246,3622, 1 
11,246,3623, 3 
11,246,3624, 1 
11,246,3628, 2 
11,246,3629, 1 
11,246,3630, 2 
11,246,3650, 1 
11,246,3652, 1 
11,246,3766, 1 
11,246,3770, 1 
11,246,3772, 1 
11,246,4580, 1 
11,246,5590, 1 
11,246,6531, 1 
11,246,6694, 1 
11,246,6777, 1 
11,246,6873, 1 
11,246,7900, 1 
11,246,7985, 1 
11,246,8521, 1 
65,35,2634, 1 
65,35,3475, 1 
65,35,3550, 1 
65,35,4110, 81 
65,35,4123, 1 
65,35,4127, 1 
65,35,4130, 173 
65,35,4134, 6 
65,35,4137, 92 
65,35,4146, 14 
65,35,4164, 3 
65,35,4170, 1 
65,35,4180, 1 
65,35,4187, 1 
65,35,4230, 4 
65,35,4233, 3 
65,35,4237, 2 
65,35,4280, 1 
65,35,4308, 2 
65,35,4334, 1 
65,35,4337, 1 
65,35,4380, 1 
65,35,4387, 1 
65,35,4407, 2 
65,35,4580, 1 
65,35,5419, 1 
65,35,5565, 1 
65,35,5585, 1 
65,35,6009, 1 
65,35,6440, 1 
65,35,7105, 1 
60,24,1821, 1 
60,24,2020, 1 
60,24,4110, 18 
60,24,4169, 1 
60,24,4180, 1 
60,24,4233, 1 
60,24,4280, 1 
60,24,4308, 94 
60,24,4331, 1 
60,24,4333, 1 
60,24,4337, 21 
60,24,4438, 1 
60,24,4440, 1 
60,24,4480, 1 
60,24,4516, 1 
60,24,4790, 1 
60,24,4985, 1 
60,24,5628, 1 
60,24,5694, 1 
60,24,6530, 1 
60,24,6829, 1 
60,24,6906, 1 
25,245,1475, 1 
25,245,1550, 1 
25,245,1640, 1 
25,245,1642, 1 
25,245,1900, 1 
25,245,1903, 1 
25,245,1920, 2 
25,245,1923, 2 
25,245,1930, 6 
25,245,1954, 2 
25,245,2000, 5 
25,245,2008, 1 
25,245,2020, 3 
25,245,2022, 1 
25,245,2030, 1 
25,245,2040, 4 
25,245,2072, 1 
25,245,2073, 1 
25,245,2080, 5 
25,245,2100, 378 
25,245,2110, 42 
25,245,2114, 74 
25,245,2116, 64 
25,245,2120, 214 
25,245,2123, 49 
25,245,2130, 51 
25,245,2133, 110 
25,245,2134, 28 
25,245,2150, 79 
25,245,2160, 14 
25,245,2162, 6 
25,245,2164, 30 
25,245,2166, 13 
25,245,2170, 6 
25,245,2208, 203 
25,245,2210, 50 
25,245,2211, 166 
25,245,2212, 216 
25,245,2213, 153 
25,245,2214, 185 
25,245,2216, 103 
25,245,2217, 43 
25,245,2218, 30 
25,245,2219, 83 
25,245,2220, 26 
25,245,2223, 40 
25,245,2224, 103 
25,245,2230, 252 
25,245,2232, 38 
25,245,2233, 26 
25,245,2235, 28 
25,245,2240, 96 
25,245,2256, 39 
25,245,2260, 299 
25,245,2264, 49 
25,245,2265, 67 
25,245,2266, 117 
25,245,2270, 182 
25,245,2280, 82 
25,245,2283, 43 
25,245,2312, 3 
25,245,2320, 1 
25,245,2324, 2 
25,245,2337, 2 
25,245,2340, 1 
25,245,2350, 1 
25,245,2355, 1 
25,245,2406, 4 
25,245,2410, 1 
25,245,2413, 2 
25,245,2430, 1 
25,245,2435, 14 
25,245,2436, 43 
25,245,2438, 1 
25,245,2440, 1 
25,245,2460, 1 
25,245,2652, 1 
25,245,2860, 1 
25,245,2863, 1 
25,245,2943, 1 
25,245,2953, 1 
25,245,3410, 1 
25,245,3482, 1 
25,245,3515, 1 
25,245,3570, 2 
25,245,3967, 1 
25,245,4646, 1 
25,245,5283, 1 
25,245,5728, 1 
25,245,5730, 1 
25,245,6876, 1 
25,245,7374, 1 
25,245,7716, 1 
25,245,7760, 1 
25,245,8450, 1 
25,245,9415, 1 
25,245,9700, 1 
64,4,4180, 1 
64,4,4200, 1 
64,4,4331, 2 
64,4,4517, 1 
64,4,4610, 1 
64,4,5550, 1 
71,24,1950, 1 
71,24,3967, 1 
71,24,6260, 1 
71,24,6300, 1 
71,24,6310, 1 
71,24,6390, 1 
71,24,6422, 2 
71,24,6430, 1 
71,24,6440, 2 
71,24,6444, 1 
71,24,6453, 1 
71,24,6460, 1 
71,24,6480, 1 
71,24,6490, 19 
71,24,6493, 2 
71,24,6494, 3 
71,24,6507, 61 
71,24,6508, 144 
71,24,6509, 85 
71,24,6510, 61 
71,24,6511, 64 
71,24,6512, 69 
71,24,6514, 107 
71,24,6515, 56 
71,24,6516, 109 
71,24,6517, 35 
71,24,6518, 85 
71,24,6520, 46 
71,24,6521, 46 
71,24,6522, 50 
71,24,6523, 54 
71,24,6524, 28 
71,24,6525, 22 
71,24,6530, 134 
71,24,6531, 90 
71,24,6532, 36 
71,24,6533, 41 
71,24,6570, 124 
71,24,6590, 57 
71,24,6600, 28 
71,24,6610, 1 
71,24,6612, 4 
71,24,6620, 10 
71,24,6622, 4 
71,24,6628, 21 
71,24,6629, 9 
71,24,6630, 70 
71,24,6631, 43 
71,24,6633, 16 
71,24,6636, 2 
71,24,6637, 7 
71,24,6638, 1 
71,24,6639, 12 
71,24,6640, 8 
71,24,6642, 4 
71,24,6643, 21 
71,24,6644, 3 
71,24,6645, 5 
71,24,6650, 69 
71,24,6652, 19 
71,24,6653, 5 
71,24,6655, 5 
71,24,6657, 2 
71,24,6658, 1 
71,24,6670, 33 
71,24,6674, 36 
71,24,6680, 19 
71,24,6683, 36 
71,24,6686, 17 
71,24,6687, 16 
71,24,6690, 44 
71,24,6693, 15 
71,24,6694, 19 
71,24,6697, 11 
71,24,6698, 11 
71,24,6699, 7 
71,24,7200, 3 
71,24,7224, 1 
71,24,7250, 1 
71,24,7517, 1 
9,24,1350, 2 
9,24,1827, 1 
9,24,1852, 1 
9,24,2160, 1 
9,24,2334, 1 
9,24,2683, 1 
9,24,2840, 1 
9,24,2847, 1 
9,24,2849, 1 
9,24,2890, 1 
9,24,3048, 1 
9,24,3050, 4 
9,24,3055, 4 
9,24,3057, 1 
9,24,3060, 1 
9,24,3070, 1 
9,24,3145, 1 
9,24,3243, 1 
9,24,3302, 14 
9,24,3303, 14 
9,24,3320, 26 
9,24,3322, 3 
9,24,3330, 73 
9,24,3340, 432 
9,24,3350, 276 
9,24,3355, 39 
9,24,3358, 61 
9,24,3359, 86 
9,24,3360, 181 
9,24,3370, 638 
9,24,3404, 1 
9,24,3406, 1 
9,24,3408, 1 
9,24,3430, 2 
9,24,3511, 2 
9,24,3512, 1 
9,24,3515, 2 
9,24,3516, 1 
9,24,3519, 1 
9,24,3520, 1 
9,24,3530, 1 
9,24,3533, 21 
9,24,3534, 5 
9,24,3535, 90 
9,24,3536, 89 
9,24,3539, 9 
9,24,3540, 4 
9,24,3550, 4 
9,24,3560, 2 
9,24,3570, 1 
9,24,3580, 1 
9,24,3610, 1 
9,24,3614, 3 
9,24,3616, 2 
9,24,3618, 1 
9,24,3619, 1 
9,24,3620, 1 
9,24,3622, 2 
9,24,3623, 4 
9,24,3624, 5 
9,24,3628, 1 
9,24,3853, 1 
9,24,3880, 1 
9,24,4810, 1 
9,24,5568, 1 
9,24,6590, 1 
9,24,6885, 1 
9,24,6887, 1 
9,24,7160, 1 
9,24,7232, 1 
9,24,8056, 1 
9,24,9334, 1 
9,24,9404, 1 
3,4,1480, 1 
3,4,1659, 1 
3,4,2150, 1 
3,4,2353, 1 
3,4,2500, 1 
3,4,2662, 2 
3,4,2665, 1 
3,4,2834, 1 
3,4,3612, 1 
3,4,3891, 1 
3,4,4110, 1 
3,4,4658, 1 
3,4,4790, 1 
3,4,6060, 1 
3,4,6296, 2 
3,4,6300, 1 
3,4,6320, 2 
3,4,6364, 1 
3,4,6422, 2 
3,4,6460, 7 
3,4,6472, 1 
3,4,6507, 1 
3,4,6509, 2 
3,4,6511, 1 
3,4,6512, 1 
3,4,6523, 1 
3,4,6590, 1 
3,4,6600, 437 
3,4,6610, 39 
3,4,6611, 10 
3,4,6612, 79 
3,4,6613, 20 
3,4,6620, 60 
3,4,6622, 44 
3,4,6628, 37 
3,4,6629, 8 
3,4,6630, 114 
3,4,6631, 1 
3,4,6637, 1 
3,4,6638, 1 
3,4,6640, 1 
3,4,6644, 1 
3,4,6645, 1 
3,4,6650, 4 
3,4,6652, 1 
3,4,6670, 21 
3,4,6674, 10 
3,4,7020, 1 
3,4,7057, 1 
3,4,7140, 1 
3,4,7224, 1 
3,4,7288, 1 
3,4,7300, 1 
3,4,7336, 1 
3,4,7340, 3 
3,4,7342, 3 
3,4,7353, 1 
3,4,7540, 1 
3,4,7654, 1 
3,4,7716, 1 
3,4,7820, 1 
3,4,8820, 1 
20,246,1570, 1 
20,246,1580, 4 
20,246,1592, 1 
20,246,1615, 82 
20,246,1622, 96 
20,246,1623, 17 
20,246,1626, 99 
20,246,1630, 61 
20,246,1634, 77 
20,246,1640, 121 
20,246,1642, 64 
20,246,1643, 21 
20,246,1655, 53 
20,246,1659, 39 
20,246,1667, 26 
20,246,1680, 82 
20,246,1684, 140 
20,246,1690, 3 
20,246,1692, 11 
20,246,1708, 1 
20,246,1712, 18 
20,246,1714, 5 
20,246,1719, 12 
20,246,1735, 1 
20,246,1739, 5 
20,246,1746, 1 
20,246,1747, 7 
20,246,1767, 1 
20,246,1816, 1 
20,246,1850, 2 
20,246,1860, 1 
20,246,1870, 1 
20,246,1890, 5 
20,246,1892, 2 
20,246,2016, 1 
20,246,2636, 1 
20,246,2940, 1 
20,246,3095, 1 
20,246,4720, 1 
20,246,5730, 1 
20,246,6009, 1 
20,246,6698, 1 
20,246,6996, 1 
20,246,7263, 1 
63,24,1389, 1 
63,24,1461, 1 
63,24,2009, 1 
63,24,2022, 1 
63,24,2040, 1 
63,24,2092, 1 
63,24,2120, 1 
63,24,2123, 1 
63,24,2150, 1 
63,24,2214, 1 
63,24,2390, 2 
63,24,2430, 1 
63,24,2608, 1 
63,24,2611, 1 
63,24,2653, 2 
63,24,2656, 1 
63,24,2690, 1 
63,24,2743, 1 
63,24,2834, 1 
63,24,2900, 1 
63,24,2950, 1 
63,24,2960, 1 
63,24,2975, 2 
63,24,2977, 1 
63,24,3050, 1 
63,24,3302, 1 
63,24,3420, 1 
63,24,3430, 1 
63,24,3520, 1 
63,24,3530, 1 
63,24,3550, 3 
63,24,3560, 2 
63,24,3570, 3 
63,24,3576, 2 
63,24,3577, 1 
63,24,3580, 1 
63,24,3616, 1 
63,24,3656, 1 
63,24,3692, 1 
63,24,3802, 1 
63,24,3850, 1 
63,24,4623, 1 
63,24,4885, 1 
63,24,5263, 1 
63,24,5285, 1 
63,24,5463, 1 
63,24,5590, 1 
63,24,5600, 2 
63,24,5627, 1 
63,24,5640, 2 
63,24,5706, 1 
63,24,5708, 2 
63,24,5710, 2 
63,24,5713, 8 
63,24,5743, 20 
63,24,5745, 73 
63,24,5746, 2 
63,24,5747, 2 
63,24,5750, 1 
63,24,5773, 1 
63,24,5776, 1 
63,24,5780, 1 
63,24,5960, 2 
63,24,5961, 1 
63,24,5977, 1 
63,24,5981, 1 
63,24,5986, 1 
63,24,5993, 1 
63,24,6057, 1 
63,24,6100, 1 
63,24,6110, 1 
63,24,6120, 1 
63,24,6444, 1 
63,24,6600, 1 
63,24,6718, 1 
63,24,6723, 2 
63,24,6729, 1 
63,24,6770, 1 
63,24,6783, 1 
63,24,6789, 1 
63,24,6793, 1 
63,24,6799, 1 
63,24,6800, 7 
63,24,6809, 1 
63,24,6812, 6 
63,24,6813, 2 
63,24,6814, 1 
63,24,6817, 2 
63,24,6819, 2 
63,24,6823, 4 
63,24,6826, 1 
63,24,6843, 1 
63,24,6847, 1 
63,24,6848, 31 
63,24,6854, 94 
63,24,6856, 318 
63,24,6857, 62 
63,24,6858, 22 
63,24,6859, 22 
63,24,6863, 172 
63,24,6868, 117 
63,24,6869, 99 
63,24,6870, 6 
63,24,6871, 47 
63,24,6872, 46 
63,24,6873, 37 
63,24,6875, 15 
63,24,6876, 27 
63,24,6877, 14 
63,24,6878, 15 
63,24,6879, 13 
63,24,6884, 171 
63,24,6885, 104 
63,24,6887, 127 
63,24,6888, 22 
63,24,6893, 175 
63,24,6894, 21 
63,24,6895, 23 
63,24,6896, 16 
63,24,6899, 75 
63,24,6900, 2 
63,24,6907, 1 
63,24,6926, 1 
63,24,6940, 1 
63,24,6957, 1 
63,24,6958, 1 
63,24,6963, 1 
63,24,6973, 1 
63,24,6978, 1 
63,24,6982, 1 
63,24,6986, 1 
63,24,6993, 11 
63,24,6994, 7 
63,24,6995, 2 
63,24,6996, 1 
63,24,7224, 1 
63,24,7345, 1 
63,24,7374, 1 
63,24,7860, 1 
63,24,7980, 1 
63,24,8646, 1 
19,4,1850, 1 
19,4,2312, 1 
19,4,2610, 1 
19,4,3055, 1 
19,4,3133, 1 
19,4,3158, 1 
19,4,3174, 1 
19,4,3186, 1 
19,4,3614, 1 
19,4,3772, 1 
19,4,3936, 1 
19,4,4443, 1 
19,4,4516, 1 
19,4,4658, 1 
19,4,4790, 2 
19,4,5554, 1 
19,4,5593, 1 
19,4,5713, 1 
19,4,5722, 1 
19,4,5966, 1 
19,4,6652, 1 
19,4,6700, 5 
19,4,6710, 1 
19,4,6713, 1 
19,4,6718, 2 
19,4,6723, 85 
19,4,6727, 72 
19,4,6729, 32 
19,4,6730, 14 
19,4,6734, 7 
19,4,6737, 3 
19,4,6770, 3 
19,4,6783, 2 
19,4,6789, 1 
19,4,6800, 9 
19,4,6809, 1 
19,4,6811, 2 
19,4,6812, 3 
19,4,6813, 1 
19,4,6817, 6 
19,4,6819, 1 
19,4,6823, 6 
19,4,6829, 2 
19,4,6847, 1 
19,4,6856, 2 
19,4,6884, 3 
19,4,6900, 85 
19,4,6905, 185 
19,4,6906, 170 
19,4,6907, 69 
19,4,6908, 103 
19,4,6910, 29 
19,4,6912, 1 
19,4,6913, 7 
19,4,6914, 10 
19,4,6915, 7 
19,4,6916, 4 
19,4,6917, 3 
19,4,6918, 1 
19,4,6919, 10 
19,4,6940, 89 
19,4,6942, 9 
19,4,6944, 13 
19,4,6963, 4 
19,4,6964, 1 
19,4,6968, 2 
19,4,6980, 1 
19,4,6982, 1 
19,4,6983, 3 
19,4,6986, 1 
19,4,6987, 1 
19,4,6993, 1 
19,4,9020, 1 
19,4,9517, 1 
46,36,1880, 1 
46,36,2484, 1 
46,36,2910, 1 
46,36,3089, 1 
46,36,5283, 1 
46,36,5593, 1 
46,36,5645, 1 
46,36,5687, 1 
46,36,5947, 15 
46,36,5954, 2 
46,36,5960, 26 
46,36,5961, 19 
46,36,5962, 1 
46,36,5966, 26 
46,36,5970, 10 
46,36,5977, 5 
46,36,5978, 2 
46,36,5981, 13 
46,36,5983, 11 
46,36,5984, 4 
46,36,5986, 29 
46,36,5993, 33 
46,36,5994, 8 
46,36,6104, 1 
46,36,6480, 1 
46,36,6507, 1 
46,36,6763, 1 
46,36,6800, 2 
46,36,6814, 1 
46,36,6826, 1 
46,36,6963, 1 
46,36,7170, 1 
46,36,8616, 1 
30,245,1763, 1 
30,245,4180, 1 
30,245,4182, 1 
30,245,4200, 62 
30,245,4208, 22 
30,245,4209, 3 
30,245,4230, 21 
30,245,4233, 1 
30,245,4235, 6 
30,245,4237, 8 
30,245,4244, 2 
30,245,4250, 295 
30,245,4260, 143 
30,245,4262, 132 
30,245,4264, 8 
30,245,4265, 37 
30,245,4270, 202 
30,245,4272, 28 
30,245,4274, 26 
30,245,4280, 113 
30,245,5411, 10 
30,245,5412, 17 
30,245,5414, 11 
30,245,5419, 7 
30,245,5420, 10 
30,245,5427, 7 
30,245,5428, 7 
30,245,5430, 44 
30,245,5437, 16 
30,245,5440, 18 
30,245,5443, 34 
30,245,5459, 2 
30,245,5463, 3 
30,245,5470, 1 
30,245,5498, 3 
30,245,5514, 34 
30,245,5518, 88 
30,245,5545, 74 
30,245,5546, 36 
30,245,5547, 3 
30,245,5548, 4 
30,245,5550, 162 
30,245,5551, 18 
30,245,5554, 43 
30,245,5555, 23 
30,245,5560, 47 
30,245,5561, 37 
30,245,5563, 151 
30,245,5565, 19 
30,245,5566, 10 
30,245,5567, 39 
30,245,5568, 26 
30,245,5570, 169 
30,245,5574, 71 
30,245,5576, 27 
30,245,5578, 31 
30,245,5580, 57 
30,245,5582, 16 
30,245,5583, 42 
30,245,5584, 16 
30,245,5585, 38 
30,245,5590, 79 
30,245,5593, 26 
30,245,5596, 2 
30,245,5600, 1 
30,245,5630, 1 
30,245,5645, 1 
30,245,5694, 1 
30,245,5750, 16 
30,245,5760, 5 
30,245,5763, 5 
30,245,5773, 1 
30,245,5776, 3 
30,245,5777, 1 
30,245,5781, 1 
30,245,6843, 1 
30,245,8475, 1 
39,25,1890, 1 
39,25,2015, 1 
39,25,2020, 1 
39,25,3540, 1 
39,25,4137, 1 
39,25,4250, 1 
39,25,4639, 1 
39,25,4754, 1 
39,25,4760, 1 
39,25,4848, 1 
39,25,5411, 1 
39,25,5412, 4 
39,25,5414, 4 
39,25,5420, 1 
39,25,5430, 2 
39,25,5459, 7 
39,25,5463, 98 
39,25,5470, 81 
39,25,5473, 1 
39,25,5474, 21 
39,25,5475, 9 
39,25,5476, 10 
39,25,5498, 13 
39,25,5499, 15 
39,25,5550, 1 
39,25,5551, 1 
39,25,5570, 1 
39,25,5590, 2 
39,25,5593, 2 
39,25,5600, 1 
39,25,5614, 1 
39,25,5620, 1 
39,25,5626, 1 
39,25,5628, 1 
39,25,5636, 10 
39,25,5640, 1 
39,25,5680, 3 
39,25,5693, 1 
39,25,5694, 2 
39,25,5713, 1 
39,25,5736, 1 
39,25,5750, 3 
39,25,5776, 1 
39,25,5962, 1 
39,25,6149, 1 
39,25,6810, 1 
39,25,6854, 1 
39,25,6856, 1 
39,25,7716, 1 
6,4,1350, 33 
6,4,1389, 13 
6,4,1408, 62 
6,4,1409, 7 
6,4,1461, 3 
6,4,1474, 5 
6,4,1475, 19 
6,4,1480, 29 
6,4,1488, 6 
6,4,1514, 9 
6,4,1539, 3 
6,4,1544, 30 
6,4,1550, 32 
6,4,1555, 3 
6,4,1570, 45 
6,4,1580, 99 
6,4,1591, 36 
6,4,1592, 55 
6,4,1593, 42 
6,4,1599, 3 
6,4,1615, 47 
6,4,1622, 13 
6,4,1623, 54 
6,4,1626, 32 
6,4,1630, 1 
6,4,1634, 43 
6,4,1640, 107 
6,4,1642, 13 
6,4,1643, 52 
6,4,1655, 23 
6,4,1659, 29 
6,4,1667, 17 
6,4,1680, 32 
6,4,1684, 13 
6,4,1692, 3 
6,4,1708, 38 
6,4,1712, 33 
6,4,1719, 14 
6,4,1730, 52 
6,4,1734, 6 
6,4,1735, 37 
6,4,1739, 7 
6,4,1746, 53 
6,4,1747, 106 
6,4,1763, 68 
6,4,1764, 35 
6,4,1765, 54 
6,4,1766, 10 
6,4,1767, 1 
6,4,1769, 6 
6,4,1783, 3 
6,4,1788, 10 
6,4,1789, 37 
6,4,1791, 1 
6,4,1792, 7 
6,4,1793, 17 
6,4,1794, 8 
6,4,1796, 15 
6,4,1798, 79 
6,4,1814, 53 
6,4,1815, 17 
6,4,1816, 156 
6,4,1820, 67 
6,4,1821, 84 
6,4,1825, 41 
6,4,1827, 54 
6,4,1850, 82 
6,4,1852, 71 
6,4,1859, 24 
6,4,1860, 129 
6,4,1866, 49 
6,4,1870, 175 
6,4,1875, 2 
6,4,1878, 44 
6,4,1880, 149 
6,4,1890, 127 
6,4,1892, 98 
6,4,1894, 180 
6,4,1900, 67 
6,4,1903, 33 
6,4,1910, 16 
6,4,1911, 17 
6,4,1912, 86 
6,4,1920, 26 
6,4,1923, 104 
6,4,1925, 97 
6,4,1927, 3 
6,4,1930, 87 
6,4,1940, 33 
6,4,1950, 18 
6,4,1954, 7 
6,4,1960, 62 
6,4,1963, 11 
6,4,1970, 122 
6,4,2000, 18 
6,4,2008, 21 
6,4,2009, 28 
6,4,2015, 32 
6,4,2016, 60 
6,4,2020, 24 
6,4,2022, 124 
6,4,2030, 57 
6,4,2032, 55 
6,4,2034, 50 
6,4,2040, 126 
6,4,2054, 17 
6,4,2055, 30 
6,4,2056, 44 
6,4,2060, 2 
6,4,2067, 30 
6,4,2072, 26 
6,4,2073, 4 
6,4,2074, 24 
6,4,2080, 122 
6,4,2090, 63 
6,4,2092, 33 
6,4,2093, 27 
6,4,2100, 81 
6,4,2110, 18 
6,4,2114, 9 
6,4,2116, 25 
6,4,2120, 32 
6,4,2123, 10 
6,4,2130, 15 
6,4,2133, 27 
6,4,2134, 6 
6,4,2150, 125 
6,4,2160, 67 
6,4,2162, 24 
6,4,2164, 24 
6,4,2166, 19 
6,4,2170, 36 
6,4,2208, 11 
6,4,2210, 9 
6,4,2211, 16 
6,4,2212, 17 
6,4,2213, 9 
6,4,2214, 5 
6,4,2216, 16 
6,4,2217, 13 
6,4,2218, 1 
6,4,2219, 48 
6,4,2220, 18 
6,4,2223, 7 
6,4,2224, 29 
6,4,2230, 36 
6,4,2232, 14 
6,4,2233, 6 
6,4,2235, 4 
6,4,2240, 24 
6,4,2256, 8 
6,4,2260, 91 
6,4,2264, 22 
6,4,2265, 30 
6,4,2266, 85 
6,4,2270, 55 
6,4,2280, 37 
6,4,2283, 8 
6,4,2312, 101 
6,4,2320, 81 
6,4,2322, 64 
6,4,2323, 48 
6,4,2324, 82 
6,4,2330, 30 
6,4,2332, 21 
6,4,2334, 23 
6,4,2335, 172 
6,4,2337, 49 
6,4,2338, 5 
6,4,2340, 201 
6,4,2344, 53 
6,4,2345, 31 
6,4,2350, 121 
6,4,2353, 65 
6,4,2355, 95 
6,4,2360, 23 
6,4,2364, 15 
6,4,2365, 20 
6,4,2372, 71 
6,4,2385, 52 
6,4,2386, 39 
6,4,2387, 37 
6,4,2388, 29 
6,4,2390, 103 
6,4,2406, 32 
6,4,2410, 44 
6,4,2412, 17 
6,4,2413, 4 
6,4,2415, 29 
6,4,2416, 17 
6,4,2420, 29 
6,4,2422, 12 
6,4,2423, 3 
6,4,2425, 5 
6,4,2427, 4 
6,4,2428, 12 
6,4,2429, 2 
6,4,2430, 14 
6,4,2432, 8 
6,4,2435, 34 
6,4,2436, 74 
6,4,2438, 1 
6,4,2440, 20 
6,4,2443, 16 
6,4,2446, 3 
6,4,2448, 10 
6,4,2450, 86 
6,4,2460, 5 
6,4,2476, 7 
6,4,2477, 9 
6,4,2478, 4 
6,4,2480, 46 
6,4,2484, 52 
6,4,2485, 28 
6,4,2500, 185 
6,4,2510, 40 
6,4,2512, 38 
6,4,2540, 72 
6,4,2542, 61 
6,4,2544, 2 
6,4,2550, 110 
6,4,2552, 19 
6,4,2555, 23 
6,4,2560, 144 
6,4,2580, 53 
6,4,2582, 27 
6,4,2584, 41 
6,4,2607, 18 
6,4,2608, 39 
6,4,2610, 7 
6,4,2611, 17 
6,4,2614, 16 
6,4,2616, 25 
6,4,2618, 18 
6,4,2624, 11 
6,4,2625, 64 
6,4,2630, 67 
6,4,2632, 32 
6,4,2634, 147 
6,4,2635, 97 
6,4,2636, 110 
6,4,2640, 127 
6,4,2642, 32 
6,4,2643, 11 
6,4,2647, 141 
6,4,2651, 94 
6,4,2652, 32 
6,4,2653, 60 
6,4,2656, 59 
6,4,2657, 31 
6,4,2658, 3 
6,4,2660, 37 
6,4,2661, 1 
6,4,2662, 50 
6,4,2663, 16 
6,4,2665, 110 
6,4,2666, 40 
6,4,2667, 14 
6,4,2668, 37 
6,4,2669, 7 
6,4,2670, 40 
6,4,2672, 20 
6,4,2676, 49 
6,4,2677, 9 
6,4,2680, 133 
6,4,2682, 20 
6,4,2683, 8 
6,4,2685, 31 
6,4,2686, 74 
6,4,2687, 25 
6,4,2690, 95 
6,4,2693, 21 
6,4,2720, 11 
6,4,2730, 55 
6,4,2740, 39 
6,4,2742, 7 
6,4,2743, 10 
6,4,2750, 177 
6,4,2760, 116 
6,4,2770, 40 
6,4,2819, 10 
6,4,2822, 36 
6,4,2825, 41 
6,4,2827, 18 
6,4,2833, 5 
6,4,2834, 25 
6,4,2836, 98 
6,4,2837, 26 
6,4,2838, 99 
6,4,2839, 12 
6,4,2840, 53 
6,4,2843, 88 
6,4,2846, 77 
6,4,2847, 132 
6,4,2848, 89 
6,4,2849, 45 
6,4,2850, 117 
6,4,2860, 28 
6,4,2861, 8 
6,4,2862, 16 
6,4,2863, 21 
6,4,2864, 22 
6,4,2866, 6 
6,4,2870, 125 
6,4,2879, 8 
6,4,2880, 37 
6,4,2881, 32 
6,4,2890, 58 
6,4,2900, 50 
6,4,2910, 48 
6,4,2917, 19 
6,4,2918, 37 
6,4,2920, 13 
6,4,2923, 1 
6,4,2930, 53 
6,4,2933, 21 
6,4,2936, 4 
6,4,2937, 5 
6,4,2940, 58 
6,4,2943, 61 
6,4,2950, 17 
6,4,2952, 8 
6,4,2953, 3 
6,4,2960, 54 
6,4,2966, 10 
6,4,2967, 40 
6,4,2973, 41 
6,4,2975, 68 
6,4,2977, 13 
6,4,3014, 2 
6,4,3021, 1 
6,4,3027, 3 
6,4,3031, 7 
6,4,3036, 14 
6,4,3039, 46 
6,4,3048, 1 
6,4,3050, 34 
6,4,3055, 12 
6,4,3057, 8 
6,4,3060, 45 
6,4,3070, 80 
6,4,3072, 14 
6,4,3073, 20 
6,4,3074, 55 
6,4,3075, 6 
6,4,3077, 18 
6,4,3080, 11 
6,4,3083, 28 
6,4,3089, 80 
6,4,3090, 80 
6,4,3095, 6 
6,4,3111, 2 
6,4,3125, 11 
6,4,3133, 6 
6,4,3140, 31 
6,4,3144, 4 
6,4,3145, 18 
6,4,3148, 3 
6,4,3157, 41 
6,4,3158, 183 
6,4,3159, 16 
6,4,3160, 161 
6,4,3170, 34 
6,4,3171, 34 
6,4,3174, 156 
6,4,3175, 124 
6,4,3176, 34 
6,4,3178, 107 
6,4,3179, 24 
6,4,3180, 41 
6,4,3184, 11 
6,4,3185, 22 
6,4,3186, 7 
6,4,3189, 6 
6,4,3220, 37 
6,4,3231, 14 
6,4,3232, 29 
6,4,3233, 20 
6,4,3237, 11 
6,4,3239, 32 
6,4,3242, 10 
6,4,3243, 30 
6,4,3267, 49 
6,4,3268, 26 
6,4,3269, 1 
6,4,3270, 38 
6,4,3271, 3 
6,4,3275, 70 
6,4,3277, 41 
6,4,3280, 96 
6,4,3282, 94 
6,4,3290, 5 
6,4,3294, 37 
